text,label
i bought a product a week ago but may need to return it,7
i would like to cancel my purchase,7
hello i recently ordered an item and i need help with cancelling and processing a refund as soon as possible its very important that i get my refund quickly,7
i would like to cancel a purchase,7
i ordered online weeks ago and i never received my package in the mail and i dont want to wait any more so if i could get my money back now that would be great,7
can i have the item refunded,7
i did not get the item i ordered how should i go about this should i just cancel my order or my payment please help me,7
it has been forever ago that i made an order online the product simply is not coming just give me back my money because im not paying these people,7
i want a refund but i havent received the item yet can i cancel it and get my funds back how do i do that,7
im going to cancel a purchase,7
am i able to return an item for a refund,7
how do i go about getting a refund,7
how can i get a refund for something i just bought,7
do you give refunds,7
tell me how to get a refund for something i bought,7
i dont want to buy this car anymore can i cancel the transaction and get a quick refund back,7
id like to get a refund for something i bought is that possible,7
i changed my mind on something i purchased through you and i need the transaction canceled and a refund as soon as possible can you help me please,7
is it possible to get a refund for something i purchased,7
i want to get a refund,7
how do i request a refund,7
how do i get my refund back,7
would i be able to refund an item,7
i want my purchases cancelled,7
how can i get a refund for a purchase,7
i need to refund my item can you please help,7
how do i get a refund for an item i bought,7
how can i get my money back on an order i havent gotten the item yet so i want to cancel the order how,7
do you have a return policy,7
i am unhappy with an item i bought how do i get a refund,7
i would like to report an issue with my product and want to get it refunded,7
ive been waiting for something that ive ordered for months now and it still hasnt arrived i genuinely dont know what this company is doing but put plainly ive had enough please issue a refund immediately i would not like to waste anymore of my time on these people,7
how can i go about getting a refund,7
the product is not working can i get a refund,7
my order needs to be canceled,7
give me back my money im not paying the sellers it has been a long time ago that i made an order and it just isnt coming,7
i ordered something and now i have buyers remorse since what i ordered hasnt come yet can you just cancel the payment since i already know i want a refund for it,7
can i return an item,7
i need my purchase cancelled,7
how do i cancel a purchase,7
i would like it if i could get an item refunded,7
i bought an item and now i want a refund,7
i need to cancel a payment something i purchased a while ago still has not arrived and im not going to pay them if they wont send me what i purchased,7
i would like to return my purchases,7
what is the refund process,7
can you please help me in canceling my order,7
can you refund my purchase,7
i just bought an item and would like to stop payment is this possible the item has not been received yet,7
hello i have recently made a purchase and have decided to cancel my purchase is there any way that you can cancel that transaction for me so i can get the money back its very important,7
i have not received an item i ordered yet so i want to cancel it and get a refund can you please guide me on how to go about it,7
i bought something and now i want a refund,7
canceling my order is what i need to do right now,7
are purchases returnable for full refund,7
i want to talk about an order that i placed a long time ago and have yet to receive i demand a refund due to lack of delivery of the product i refuse to pay for something i never got,7
i need this item refunded,7
its been some time ago that i placed an order and it just isnt coming at this point just give me back my money because im not paying them,7
hellocan you please help me get a refund from this merchant i ordered a product and would like to return it i have been unsuccessful in getting the merchant to return my request for the past several days i understand it can take up to 45 days to process the dispute and issue a refund however if this can be expedited faster it would be very helpful to me,7
i need to have an item refunded,7
i want a refund for an item,7
how do i return something for a full refund,7
i did not receive my purchase how do i cancel it,7
how does on apply fora refund on an item he ordered i ordere an item and have not received it yet so i want to cancel it and get a refund,7
is it possible to get a refund for the item,7
can you help me process a refund,7
is it possible to refund an item,7
i just bought an item and would like to stop payment can you tell me if the item has been sent yet,7
i havent received my order and want a refund,7
hello i changed my mind and want a refund on one of things i bought recently can you please cancel the transaction and get me my money back please its urgent,7
i would like my refund for this item i bought,7
can i get my money back on an item,7
i would like to retract my purchase,7
i would like to get an item refunded,7
hello id like to inform you of an issue im currently experiencing the goods i have ordered from your website have still not arrived yet it has been over 3 weeks i would like to be issued a refund swiftly and be redirected to more competent people thank you for your assistance,7
what is the return policy,7
im cancelling this charge i still have not received what i bought from these people a while ago,7
can i get a refund,7
can i have a refund for one of your products,7
can i exchange an item for a refund,7
i want to have an item refunded can i do that,7
can you explain your refund policy please,7
how do i receive a refund for my item,7
i no longer want this can i cancel my purchase,7
how do i deactivate my account,8
remove my account immediately,8
are you able to delete my account,8
how do i discontinue my account,8
please delete account,8
i need you to delete my account now,8
i would like to delete my account now please,8
i would like to invalidate my account i am very disappointed with your services,8
i need to delete my account,8
can you delete the account,8
for god sake just delete my account i am sick of this,8
i need to delete my account please,8
unhappy with service need to delete account,8
this company is bad delete my account now,8
how do i shut down my account and get out of this company,8
how do i close my account,8
i want to shut down my account as soon as possible,8
cancel my account,8
help me close my account,8
i want to close my account due to poor customer service,8
i would like to close my account as im not happy,8
whats the process for terminating an account,8
what steps do i need to do to delete my account,8
how do i delete my account now,8
i want to cancel my account,8
i want to get rid of the account and delete personal information,8
if im not using my account should i close it or just let it sit,8
im not satisfied with the services and no longer want to be a customer,8
i am not satisfied with your company and wish to delete all accounts immediately,8
i want to delete my account,8
i am not happy with your company please delete my account asap,8
how can i close my account i dont want it,8
i am upset with your service please delete my account,8
i would like to cancel my account,8
i dont like the services please close my account,8
id like to delete my account,8
i want to stop my account,8
please delete my account immediately,8
how do i delete my account i am dissatisfied with the service,8
this place has been too much work so id just like to close out my account be done,8
do i have to talk to someone to close an account or can i in the app,8
i want to close my account now,8
your company is awful i would like to delete my account please,8
i hate this company can you delete my account,8
i am asking to end my account,8
i want to delete my account how do i do this,8
i am not happy with your service and request that my account be terminated,8
i want to terminate my account,8
how can i delete my account,8
i want to end my account,8
delete my account now please,8
help me terminate and close my account,8
your company is lame shut down all my account services right now,8
i am not satisfied with your company close my account,8
how do i terminate my account,8
how to i close my account,8
i need to terminate my account,8
im not happy with the services im getting with this company can you please delete my account,8
i want to close my account the service you provide is unsatisfactory to me,8
delete all of my account information and my account right now,8
i want to close my account i will never do business with you again,8
what are the steps to finishing up with this account,8
help me delete my account i am not satisfied with the service,8
can you close my account please,8
what do i do to close my account,8
i need to terminate my account immediately,8
how can i close my account,8
i dont want this account anymore how do i delete it,8
please delete this account,8
i want to inactivate my account,8
i no longer want to keep this account,8
i am trying to delete my account,8
where do i go to terminate my account,8
im not happy with service and would like to delete this account,8
please delete my account now,8
i would like to terminate my account,8
how do i cancel my account,8
how to delete account not happy,8
how do i close my account since im dissatisfied,8
make my account go away,8
please help me delete this account,8
i would like to delete my account im not happy with the service youre providing,8
terminate my account please,8
your service is bad close my account,8
im dissatisfied with the service and would like to terminate the account,8
i am looking to delete my account im not happy with the service provided by you,8
i wish to remove my account,8
close down my account i dont like your service,8
i am very dissatisfied with the services that you are providing i want to cancel my account,8
i need you to delete my account right now,8
i want to deactivate my account,8
this is terrible i want to delete my account,8
id like my account to be deleted im not satisfied with the service you provide,8
is it possible to delete the account,8
i need to close my account your company is terrible,8
tell me how to delete my account,8
please delete my account and personal information,8
im not happy i want to close my account,8
delete my account please now,8
the service here is horrible i want to delete my account,8
how do i delete an account,8
can you please disable my current account,8
the company is no good please terminate my account,8
i am dissatisfied i would like to close my account,8
im not satisfied with the services that you are providing i would like to end my services and delete my account,8
i need to close my account as soon as possible,8
i am not satisfied with your service close my account,8
i no longer want this account what should i do,8
how long am i to wait before the transfer gets to my account,9
will the transfer show up in my account soon,9
what time will a transfer from the us take,9
when will the money reach my account,9
how long does it take to get my money,9
when does my transfer from the us arrive in my account,9
i desperately need to transfer something from china please give me the wait time,9
i am yet to receive the money in my account how long will this take,9
does a us transfer take long,9
how long will this transfer from europe take,9
will i see the transfer in my account within the week,9
how long should i have to wait before i see the transfer in my account,9
when will my transfer post to my account,9
how long does a european transfer take,9
how many days do i have to wait for the transfer to reach my account,9
i am waiting for the money to enter my account how long does it take,9
how long will an urgent transfer from china take,9
how long do transfers from europe take,9
i have to quickly transfer something to china how long will it take to arrive there,9
how long will i have to wait for my money to be in my account,9
in the us how long is the wait for a transfer,9
where is my money transfer,9
how long does a transfer take to reach ones account,9
wheres the money from my transfer from europe,9
how long will a transfer from europe take,9
there is an urgent thing that i need to transfer from china approximately how long will it take,9
i need to transfer funds from china and quick expedition is crucial approximately how long does it take for a transfer from china to go through,9
how long will a transfer from the us take,9
how long do i wait for a transfer from the united states,9
what is the timeframe for a transfer in europe,9
how long do i have to wait for a us transfer,9
i have been waiting for my transfer shouldnt it be here already,9
how fast can i transfer something from china,9
my bank is in europe how long will the transfer take,9
i urgently need to transfer something from china how long can i expect it to take,9
how many days does it take for a transfer to go through,9
when will the money show in my account,9
what is the average wait for transfers,9
how long until the transfer is reflected on my account balance,9
how long do i have to wait for europe transfers,9
when can i use money sent to my account,9
how long does a transfer from the us take,9
how long is the transfer,9
ive made a transfer how long until the money reaches my account,9
im waiting for a transfer from the us how much longer,9
what is the estimated time on an urgent transfer from china,9
can you please tell me how long it takes for the transfer to be available,9
can i quickly send a transfer from china how long will it take,9
what is the wait time until money reaches my account,9
how long does it take for a transfer to show up in my account,9
when will my transfer be in my account,9
how long does it take in europe to do a transfer,9
whats the wait time for european transfers,9
what is the time period for money to be transferred,9
when can i expect money to be transferred to my account,9
how long does it take to transfer from china is there a way to transfer it quickly i need it urgently,9
i need to transfer something to china it is urgent how many days will it take to get there,9
i need quickly transfer something from china about how long will it take,9
i need a quick transfer from china how long would that take,9
how long until transfers from europe go through,9
i have a transfer from the us how long is the wait,9
how do i transfer something faster than normal,9
i need to transfer something from china how long will it take,9
its been a couple days how much longer do i have to wait for my transfer,9
when can i expect the transfer to be complete,9
how long do european transfers take,9
why hasnt the transfer shown up in my account yet,9
when will the money from a transfer be made available on my account,9
how long does it take for a transfer to be in my account,9
if i need to transfer something quick from china how long does that take,9
i just did a transfer but dont see the money in my account whats up,9
how quickly can i transfer something to china,9
how long will it take the money to appear in my account,9
how fast are transfers from europe,9
i need to make a transfer from europe how many days does this take,9
what is the longest a us transfer should take to appear in my account,9
i need to urgently transfer something from china how long will it approximately take,9
i need to transfer something asap from china how long will it take to post to my account,9
how long will it take for the money to reach my account,9
when will my transfer from the us get here,9
i transferred money from the us how long does it take,9
i need some money transferred asap how long does the process take,9
how long will a transfer take from europe,9
when can i expect my transfer to reach my account,9
what is the estimated wait time on a us transfer into my account,9
how long will it take to transfer something to china urgently,9
how long does it take transfers from europe to complete,9
i must make a transfer from china and it is urgent how long before the transfer is complete,9
when will my account receive the money,9
there is an urgent transfer i need to make from china how long will it take to get it processed,9
how long will a transfer from china take i need to transfer something from there,9
help i need to transfer something to china,9
its been 3 days how long will my transfer take to get to my wallet,9
how many days until my us transfer arrives,9
how long will it take to transfer something from china,9
i must quickly transfer something from china and i need to know how long it will take,9
how long does a us transfer take,9
how long will it take to transfer from europe,9
how long does it take for a transfer from europe to go through,9
when can i expect the transfer to arrive in my account,9
when will a transfer from the us post,9
im having money transferred from europe how long will this take,9
when will my money be in my account,9
will it take more than 3 days for my transfer to reach my account,9
what is the time frame for european transfers,9
when will i receive a transfer from europe,9
how long will it take to urgently transfer something to china,9
can i transfer something urgently from china how long does it take,9
how long does it take to get money from europe,9
whats the transfer time from europe,9
when will my transfer arrive from europe,9
estimated time arrival for transfers,9
what are the time frames for the money to be available in my account,9
how long does it take for the money to show up in my account,9
what is the time frame for transfers,9
if i get a transfer from europe how long until it is in my account,9
when will the money be made available in my account,9
how long does it take for a transfer to reach my account,9
what is the estimated wait time for transfers from the us,9
what is the length of time for money to reach the account,9
when can i expect a transfer from europe to go through,9
why hasnt my transfer from europe gone through,9
transfers from the us how long will the wait be,9
what is taking so long on my transfer from the us,9
how long does transfer from the us take,9
how long does a transfer transaction take,9
how long does it take to make an urgent transfer from china,9
money transfer help how long,9
is it possible for me to change my pin number,3
what are the steps to change my pin to something else,3
in what way can i change my pin and where do i need to be,3
can i change my pin at any cash machines,3
i need to make my card pin a different number,3
can i change my pin abroad,3
do i have to go to the bank to change my pin,3
if i want to can i set up a new pin,3
do i have to go into the bank to change my pin,3
can i change my pin at my local bank,3
if i wanted to change my pin how would i do that,3
if i want to select a new pin what do i do,3
how can i change my pin without going to the bank,3
do i need to speak to a representative to change my pin,3
can i pick a new pin,3
where can i update my pin number,3
can i change my pin remotely,3
i need to change my card pin,3
if i want to change my pin number can i directly from an atm,3
are there any specific cash machines that i have to go to in order to change my pin,3
can i change my pin at any atm,3
can i change my pin at an atm,3
can i change my pin without being physically present,3
can you tell me how to change my pin,3
i want to choose a new pin,3
is there a way yo change my pin,3
can i change my pin,3
do i need to go to a physical bank to change my pin,3
what cash machines will let me change my pin,3
do i need to go to an office to change my pin,3
which atms am i able to change my pin,3
can i change my pin without going to a bank,3
can my pin changed remotely without visiting a bank,3
which countries can i change my pin in,3
can i change my pin through the app,3
i want a new pin please,3
can i change my pin at a nearby atm when in spain i think someone saw my pin and i need to change it but am on vacation,3
please help me set up a new pin,3
i have been travelling overseas and i need to change my pin can you tell me how this is done,3
is there a location where i can change my pin,3
i am on vacation in spain and need to change my pin,3
how can i change my pin even though im out of the country in austria at the moment,3
can i change my pin in austria,3
can i change my in at all atms,3
im travelling abroad but ive run into a situation where i need to change my pin immediately can i do this from here,3
i must change my pin as soon as possible,3
i think my pin has been compromised what do i do,3
where do i need to go to change my pin,3
do i have to change my pin at a bank,3
can i change my pin on my phone,3
help me with a pin change,3
i want to change my pin do i need to be in a bank,3
how do i change the pin,3
where can i change my pin,3
change my pin,3
can you tell me where can change my pin,3
can i change my pin at a cash machine,3
is it possible to change my pin,3
i really need to know how to change my pin,3
is going to a bank only way to change my pin,3
how can i reset my pin,3
is it possible to change my pin if i am out of the country,3
how can i set a new pin,3
i think someone saw my pin and i am on vacation in spain can i change it locally at an atm,3
are there cash machines where i can change my pin,3
i cant freeze my account as i need the card as i am traveling how do i change my pin,3
how do i change my card pin,3
while on vacation in spain i think someone saw my pin and i now need to change it can i do this at an atm in spain,3
how do i go about changing my pin,3
am i able to change my pin at certain cash machines,3
your atm pin can be changed at any visa or mastercard atm with pin services certain countries dont support atm pin changes,3
i am on vacation in spain and think someone saw my pin when can i change it at a local atm,3
im on vacation in europe but i desperately need to change my pin can i do this from abroad,3
can i reset my pin,3
at what cash machines can i change my pin,3
i want to change my pin,3
what steps do i have to take to change my pin,3
i want to change my pin number from an atm is this possible,3
i would like to change the the pin on my card,3
im in austria right now but i really need to change my pin right now can i do this even though im in another country,3
how can i alteration my pin,3
i want to create a new pin,3
do i need to go to a physical bank to change my pin,3
may i change my pin,3
please help me change my pin,3
set a new pin please,3
can i change my pin online,3
how do i change my pin abroad,3
how can i change my rowlock,3
how can i change my old pin to a new one,3
changing my pin,3
can i get a new pin number at any atm using my card,3
please let me know how to change my pin,3
can i change my pin without going to a bank branch,3
tell me how to setup a new pin,3
can my pin be changed in any cash machine,3
can you tell me what i need to do to have my pin changed,3
am i allowed to change my pin anywhere,3
i want to replace my current pin,3
help me change my pin,3
are their certain cash machines where i can change my pin,3
which cash machines will allow me to change my pin,3
how can i change my pin help,3
do you know how to change my card pin,3
where do i go to change my pin,3
how do i change my pin while traveling,3
can i change my pin if i want to,3
what atms will allow me to change my pin,3
your card pin can be changed at any visa or mastercard atm with pin services excluding countries such as belgium luxembourg austria germany spain and france,3
do i have to go to an actual bank to change my pin,3
can i change my pin at atms if so what ones,3
can i change my card pin,3
which atms allow me to change my pin,3
is there a way to change my pin without having to go to the bank,3
tell me what atms allow me to change my pin,3
can i change my pin on holiday,3
what is the process to change my pin,3
please tell me how to change my pin,3
at what atm can i change my pin,3
if i am not in the country and i need to change my pin how can this be done,3
what do i have to do to change my pin,3
can i change my pin number at a cash machine,3
please help me with my card it wont activate,0
i tired but an unable to activate my card,0
i want to start using my card,0
how do i verify my new card,0
i tried activating my plugin and it didnt piece of work,0
how do i activate my card,0
can someone assist me with activating my card,0
my card needs to be activated,0
i was unable to activate my card,0
is my card ready for use or does it need activated and if so how,0
help me activate my new card,0
do i need a photo id to activate a my new card,0
i just got my new card how do i activate it,0
can i have my card activated,0
i cant seem to activate card,0
it wont let me activate my card,0
i tried activation my card and it didnt employment,0
i want to use my card how do i activate it,0
activate my card,0
can i get some help activating my new card,0
is my card activated,0
i would like to activate my card,0
can i call to get my card activated,0
how can i activate my new card i didnt recieve any information with it about how to do so,0
how do i activate my new card i just got,0
will you be able to activate my card,0
can i get some help to get me card activated,0
i want to activate my new card,0
what would ii do if i wanted to activate my new card,0
what needs to be done to activate and use a card,0
can i activate my card,0
i need assistance activating my card,0
i need assistance with activating my new card,0
how do i get my card active,0
what do i have to do to activate my card,0
what is needed to activate my card,0
how can my new card be activated,0
can you activate my card pls,0
how do i turn on my new card,0
please assist me in activating the card,0
would you be so kind as to activate my card thanks,0
i tried activating my card and it doesnt work how do i solve this problem,0
can i activate my card with the app,0
i want to start using my card how do i activate it,0
what is the process to activate a card,0
hi would you please activate my card,0
what do i need for activation of my card,0
how do i activate my card so that i can start using it,0
i need my card activated,0
i would like to be assisted with the activation of my card,0
i just received my card and id like to activate it,0
can you assist me in activating my card,0
how do i activate my card to start using it,0
instructions for activating card,0
what do i need to do for the card activation,0
i am unable to activate my card it wont let me,0
when are you going to activate my card,0
i need to activate my card,0
how can i activate my new card,0
what do i do to activate,0
what steps do i have to take to activate my card,0
my new card just arrived how can i activate it,0
i am having trouble activating my card,0
my card is not able to be activated how do i get it to work,0
im not able to activate my card how do i fix this problem,0
i cannot activate my card,0
how can i activate the new card i got,0
how long should i wait ti activate my card,0
how do i activate a card,0
what is the procedure for activating this card,0
my card needs to be activated asap,0
what is the most efficient way to activate my new card,0
i couldnt complete card activation,0
who do i call to activate my new card,0
you can activate your card in a few seconds by going to account hitting activate and just following the directions,0
tell me what i need to do to activate my card,0
what is the process for activating a new card,0
my card activation is failing,0
i need to activate my card how is that done,0
i would like to activate my card what do i need to do,0
i have my card now how do i activate it,0
how long does it take to activate my card,0
how do i activate my card so i can start using it,0
explain the activation method for this card,0
can someone assist me with activating my new card,0
what is the process for activating my new card,0
i would like to have assistance with activating my card,0
tell me how to renew my new card,0
my new card came in how do i activate,0
how do i active this card,0
what are the steps to activate my card,0
i have a new card and need to activate it,0
i would like to get help from someone in your customer service department with assisting me with activating my card,0
what are the steps that i need to take to activate a new card,0
i tried activating my card and it didnt work,0
i need my card to be activated right now,0
what information do i need to gather in order to activate my card,0
what do i need to have with me to activate card,0
what am i going to need in order to activate my card,0
show me how to activate my card,0
i need more assistance with how to activate my card,0
can you tell me how i go about activating a new card,0
my new card needs activating,0
where do i activate my card,0
do you know the process how to activate my card,0
how can i make my card active,0
please help me with the activation of the new card,0
can you help me activate my card,0
my card activation attempt failed,0
i just got a new card and i want to know how to activate,0
would it be possible to activate my card,0
card activation steps,0
what is the process for activating my card and using it,0
i have a new card and i need to activate it,0
do i have to go somewhere to activate my card,0
what do i do to activate my new card,0
i just got a new card how do i get it to start working,0
i need assistance to activate the card on my account,0
i cant activate my card,0
my new card is here whats the process for activating it,0
where can i activate my card,0
how can i switch on my new card,0
with my new card how may i activate it,0
help me activate my card,0
how long does it take to activate the card as it does not look like its working,0
you can do that in just a few seconds go to account hit activate and follow the directions from there,0
card activation is not working what do i do,0
what identification is required to activate my card,0
i need to do a card activation,0
i want to activate my card how do i do it,0
i want to activate the card,0
i am planning activating my card was it possible,0
the activation process for my card isnt working,0
could you please tell me how to activate my new card,0
i need to actuate my card,0
i need info on activating my card,0
i would like my card activated,0
how can i make my card ready to use,0
can i use my new card,0
what steps do i have to go through in order to activate my new card,0
i have a new card how do i activate it,0
the activation process did not work please help,0
i just got my card and cannot get it to work,0
just received my replacement card what steps do i need to take to activate it,0
i want to use my card how would i activate it,0
how do i activate my new card,0
what are the steps to activate the card as it does not seem to work,0
i just got my new card how can i activate it,0
please assist me with activation,0
where do i go to activate my card,0
if you to to account hit activate and follow the instructions you can activate it in just a few seconds,0
is my new card activated,0
help my activate my card,0
i cannot seem to activate card,0
what do i need to do in order to use my card i just got,0
my new card has arrived whats the activation procedure,0
how can my new card be renewed,0
what is the proper way to activate a card,0
how do i activate my card that just arrived,0
